name,location_area_zone,date,glass_bags,mixed_bags,plastic_bags ,paper_bags,seg_lf_bags,sanitory_bags,comments
Transformation Com,Transformation,13/02/23,3,12,5,5,0,2,
Petite Ferme Com,Kuilapalayam,13/02/23,3,0,6,2,4,0,
Surya Nivas,Auromodele,13/02/23,3,0,5,5,1,1,
Claudine,Petite Ferme,13/02/23,1,4,0,0,0,3,
AV Bakery,Douceur,13/02/23,1,0,5,5,0,0,
New Creation Com,Kuilapalayam,13/02/23,1,0,20,14,6,6,
Vibrance,Invocation,14/02/23,0,40,0,0,0,0,
Invocation 4,Invocation,14/02/23,5,1,6,12,2,1,
Humanscapes,Humanscapes,14/02/23,4,14,12,6,1,3,
Surrender,Surrender,14/02/23,4,4,14,10,3,3,
Visitor Center,Visitor Center,14/02/23,3,0,4,6,2,3,
Courage,Courage,14/02/23,3,4,10,15,2,4,
Solar Kitchen,Solar Kitchen,14/02/23,3,5,6,6,0,1,
Yantra,Yantra,15/02/23,1,0,2,2,0,0,
Sharnga GH,Residential Zone,15/02/23,0,1,2,2,1,0,
Prarthna,Residential Zone,15/02/23,5,2,18,8,2,2,
Sailam,Sailam,15/02/23,1,0,4,2,0,1,
Humility,Humility,15/02/23,1,2,8,6,0,1,
Lively Boutique,Kottakarai,15/02/23,0,2,0,2,2,0,
KOFPU,Kottakarai,15/02/23,1,0,6,0,2,0,
Terra Soul,Windarra,15/02/23,2,4,8,0,2,0,
Ritam & Ira,Sincerity,15/02/23,1,0,6,2,0,0,
Youth Center,Youth Center,15/02/23,3,4,4,2,0,0,
Revelation,Revelation,15/02/23,2,2,6,4,0,2,
Food Laboratory,Horizon,15/02/23,1,4,2,3,0,0,
Auro Soya,Udyogam,15/02/23,2,0,4,2,0,0,
Maroma,Aspiration,16/02/23,,,,,,,
Conscious Living ,Fraternity,16/02/23,0,0,1,4,0,0,
Fraternity Community,Fraternity,16/02/23,1,0,6,5,1,0,
Bread and Chocolate,New Creation,16/02/23,2,0,4,4,2,0,
Marc's Cafe,Kuilapalayam,16/02/23,1,4,4,2,0,1,
Anita's Kitchen,Kuilapalayam,16/02/23,0,0,12,13,1,0,
Sadhana Forest,Mortandi,16/02/23,4,4,12,10,18,0,
Solitude Farm,Solitude,18/02/23,3,10,6,6,4,0,
Tibetan Pavillon,International Zone,18/02/23,0,1,4,2,3,0,
SAIIER,Town Hall,18/02/23,0,2,3,2,0,0,
ACUR,Town Hall,18/02/23,0,4,7,7,4,0,
Diego,Samriddhi,18/02/23,1,1,3,2,0,0,
Samriddhi,Samriddhi,20/02/23,1,3,10,0,0,0,
Govinda ,Anusuya,20/02/23,0,0,2,0,0,0,
Angiras Garden,Angiras Garden,20/02/23,0,2,2,2,1,0,
La Ferme Cheese,Kuilapalayam,20/02/23,0,6,2,0,0,0,
Saraha,La Ferme,20/02/23,1,1,4,0,0,0,
AV Paper,Aspiration,20/02/23,0,1,2,8,1,0,
AV Press,Aspiration,20/02/23,0,0,1,3,1,0,
