name,location_area_zone,date,glass_bags,mixed_bags,plastic_bags ,paper_bags,seg_lf_bags,sanitory_bags,comments
Harmony,Dana,23/09/20,1,1,3,2,0,0,
La Ferme Cheese,Kuilapalayam,23/09/20,0,2,2,2,0,0,
Aurelec,Aurelec,23/09/20,0,1,6,4,0,0,
Conscious Living ,Fraternity,23/09/20,0,2,3,3,0,0,
AV Bakery,Douceur,23/09/20,0,0,8,0,0,0,
Bread and Chocolate,New Creation,23/09/20,0,0,2,0,0,0,
Certitude,Certitude,23/09/20,2,4,9,9,1,1,
Courage,Courage,23/09/20,1,1,4,4,1,1,
Citadines,Citadines,23/09/20,1,1,3,3,1,0,
Malarchi,Kuilapalayam,29/09/20,0,0,2,0,2,0,
Solar Kitchen,Solar Kitchen,29/09/20,3,0,3,0,0,0,
Anya,Kottakarai,30/09/20,1,1,2,1,0,0,
The Colours of Nature,Kottakarai,30/09/20,0,0,4,6,0,2,
Botanical Garden,Botanical Garden,30/09/20,0,1,2,2,0,2,
Stephan,Botanical Garden,30/09/20,0,0,1,1,0,0,
Botanical Garden,Botanical Garden,30/09/20,0,4,9,5,1,0,
Adventure,Adventure,30/09/20,0,2,2,2,0,0,
Island,Minati,30/09/20,0,0,2,2,0,0,
Grace,Grace,30/09/20,3,1,8,7,1,2,
Mahalakshmi Home,Arka,30/09/20,1,2,2,2,1,0,
Surrender,Surrender,30/09/20,1,2,3,3,0,0,
Pitchandikulam,Pitchandikulam,01/10/20,2,2,8,8,0,0,
Sunlit Future,Auroshilpam,01/10/20,0,6,2,0,0,0,
Aspiration Community,Aspiration,01/10/20,0,14,0,0,0,0,
Citadines,Citadines,05/10/20,2,2,8,3,1,0,
Inspiration,Inspiration,05/10/20,2,1,6,4,1,2,
Dr Uma,Auromodele,05/10/20,0,0,1,2,1,0,
Agathe,Auromodele,05/10/20,2,0,2,4,0,1,
Sundar,Douceur,05/10/20,3,0,2,2,0,1,
Marc's Cafe,Kuilapalayam,05/10/20,0,10,0,0,0,0,
Kalpana,Kalpana,05/10/20,2,1,5,4,1,2,
Luminosity,Luminosity,05/10/20,1,2,3,5,1,0,
Maitreye 1,Residential Zone,05/10/20,2,2,6,4,1,1,
Maitreye 2,Residential Zone,05/10/20,0,2,6,4,1,1,
Serenity,Maitreye,05/10/20,1,2,8,4,1,1,
Town Hall,Town Hall,06/10/20,0,3,6,8,1,1,
Karthik,Sincerity,06/10/20,0,0,3,0,0,0,
Fraternity Community,Fraternity,06/10/20,3,1,10,8,0,2,
Aurelec,Aurelec,06/10/20,0,0,2,2,0,1,
New Creation Com,Kuilapalayam,06/10/20,0,4,6,4,3,0,
Courage,Courage,06/10/20,1,0,7,7,1,2,
Kailash,Kailash,06/10/20,0,0,2,2,0,2,
Realization,Realization,06/10/20,1,2,7,7,1,0,
Transformation Com,Transformation,07/10/20,1,2,4,4,2,0,
Upasana,Auroshilpam,07/10/20,0,0,2,2,0,2,
Aspiration Community,Aspiration,07/10/20,0,0,1,2,0,4,
Aspiration Community,Aspiration,07/10/20,2,2,7,6,0,5,
Tanto,New Creation,07/10/20,0,8,7,7,0,0,
Auro Annam,Auro Annam,07/10/20,1,1,3,2,0,0,
Sivaoli (transport service),Service Area,07/10/20,0,2,3,3,0,0,
Electrical Service,Service Area,07/10/20,0,4,2,6,0,0,
Gas Service,Service Area,07/10/20,0,2,3,3,0,0,
Auromode,Auroshilpam,08/10/20,2,5,7,12,1,4,
The Colours of Nature,Kottakarai,08/10/20,0,0,4,2,0,2,
Oli School ,Aspiration,08/10/20,0,6,0,0,0,0,
Deepam School,Aspiration,08/10/20,0,0,2,2,0,2,
AV Bakery,Douceur,08/10/20,0,0,7,0,0,0,
New Creation Sports,Kuilapalayam,08/10/20,0,2,0,2,2,2,
Bread and Chocolate,New Creation,08/10/20,0,0,4,0,0,0,
Herve,Sukhavati,08/10/20,0,0,2,2,0,0,
Rakhal,Sukhavati,08/10/20,0,0,1,1,0,0,
Emanuele,Sukhavati,08/10/20,0,0,1,0,0,1,
Herve,Sukhavati,08/10/20,0,0,2,0,0,0,
Sandrine & Sumeet,Sukhavati,08/10/20,0,0,3,3,0,0,
Jana,Sukhavati,08/10/20,1,0,2,1,0,0,
Akash,Prarthna,08/10/20,0,0,0,0,3,0,
Michael &Valerie,Center Field,08/10/20,1,1,3,3,0,1,
Center GH,Center Field,08/10/20,1,3,6,6,2,0,
Serendipity,Center Field,08/10/20,0,0,0,0,0,0,
Upasana,Auroshilpam,12/10/20,0,0,0,0,5,5,
Naturellement,Udyogam,12/10/20,1,2,3,5,1,0,
Flame Pottery,Dana,12/10/20,0,4,0,0,0,0,
Dana Community,Dana,12/10/20,5,0,12,8,1,1,
Mandala Pottery,Dana,12/10/20,0,2,2,1,0,0,
Pour Tous,Aspiration,12/10/20,0,5,20,15,0,5,
Bread and Chocolate,New Creation,12/10/20,0,0,2,2,0,0,
Aurospirul,Windarra,12/10/20,0,2,7,0,0,0,
Baraka,Baraka,13/10/20,3,2,3,5,0,0,
Dehashakti Sports,Dana,13/10/20,0,2,2,2,0,0,
AV Paper,Aspiration,13/10/20,0,4,4,12,0,0,
Aqua Dyn,Aspiration,13/10/20,0,3,4,0,0,0,
AV Press,Aspiration,13/10/20,0,0,1,3,0,0,
Health Center,Aspiration,13/10/20,0,0,4,4,0,0,
Conscious Living ,Fraternity,13/10/20,0,4,2,4,0,2,
Deepanam School,Deepanam School,13/10/20,0,4,4,4,0,0,
Solar Kitchen,Solar Kitchen,13/10/20,3,0,4,0,0,0,
Humanscapes,Humanscapes,13/10/20,2,2,6,6,1,0,
Life Education Center,Kottakarai,14/10/20,0,5,1,1,0,0,
Tine,Aurogreen,14/10/20,1,0,2,0,0,1,
Utility,Utility,14/10/20,6,2,8,7,0,0,
Iyyappan,Felicity,14/10/20,1,0,2,2,1,0,
Romel,Felicity,14/10/20,1,4,0,0,0,0,
Rolf,Felicity,14/10/20,2,1,3,1,1,0,
Samvit,Felicity,14/10/20,4,2,2,2,0,0,
Batsala & Anadi,Felicity,14/10/20,0,0,2,2,1,0,
Arka,Arka,14/10/20,0,4,4,4,1,0,
Soffio,Soffio,14/10/20,0,2,4,2,1,0,
Arati 3B,Arati,14/10/20,1,1,2,2,0,1,
Surrender,Surrender,14/10/20,5,1,4,4,1,1,
Revelation,Revelation,15/10/20,1,0,3,3,1,1,
Petite Ferme Com,Kuilapalayam,15/10/20,3,0,5,4,0,2,
Arlet House,Auromodele,15/10/20,2,2,2,2,1,0,
Djaima,Djaima,15/10/20,1,1,5,3,1,0,
Kriya,Edyanchavadi,15/10/20,4,4,6,6,0,0,
Auzolan,Reve,15/10/20,1,2,4,4,0,4,
Needam GH,Certitude,15/10/20,0,2,3,3,0,0,
Courage,Courage,15/10/20,0,0,4,4,1,0,
AV Dizine,Kottakarai,19/10/20,0,2,2,6,0,1,
Mantra Pottery,Yantra,19/10/20,1,4,2,4,0,0,
Sunlit Future,Auroshilpam,19/10/20,0,10,2,0,0,0,
Abhisha  Kalyan,Auromodele,19/10/20,0,0,7,0,0,0,
Ashesh Joshi,Auromodele,19/10/20,0,0,2,0,0,0,
Francois Gautier,Auromodele,19/10/20,0,1,2,0,0,0,
Balabaskar,Auromodele,19/10/20,0,3,2,0,0,0,
"Merchella, Vikram",Auromodele,19/10/20,0,2,4,0,1,0,
Tibetan Pavillon,International Zone,16/10/20,0,2,2,0,0,0,
Terra Amata,International Zone,16/10/20,1,2,4,4,0,0,
Hope,Hope,16/10/20,0,4,4,4,0,0,
Invocation,Invocation ,19/10/20,2,1,4,8,1,0,
Hufreesh,Invocation ,19/10/20,0,0,0,0,2,0,
Invocation 4,Invocation ,19/10/20,2,2,5,5,1,0,
Invocation 4,Invocation,19/10/20,1,5,0,0,0,0,
Sailam,Sailam,19/10/20,1,0,3,2,1,0,
Humility,Humility ,19/10/20,1,0,3,3,0,0,
Svaram,Kottakarai,20/10/20,0,2,5,5,0,4,
Isaiamblam GH,Kottakarai,20/10/20,3,0,4,3,1,1,
Kalabhumi,Kalabhumi,20/10/20,1,2,7,6,0,2,
Peter & Nicole,Gaia,20/10/20,0,0,1,1,0,0,
Vikram Maya,Gaia,20/10/20,1,0,2,2,0,1,
Sigi,Gaia,20/10/20,1,0,1,0,0,0,
Martina,Gaia,20/10/20,1,0,2,2,0,1,
Sigi,Gaia,20/10/20,2,0,2,0,0,0,
Kalpana,Kalpana,20/10/20,1,2,4,4,1,0,
Amar,Vikas,20/10/20,1,1,1,0,0,1,
Vikas,Vikas,20/10/20,3,2,5,5,1,3,
Creativity,Creativity,20/10/20,1,2,5,5,1,1,
Sharnga,Sharnga,20/10/20,1,1,4,4,0,0,
The Colours of Nature,Kottakarai,21/10/20,0,3,7,0,0,4,
Auro Soya,Udyogam,21/10/20,2,0,5,3,0,0,
Citadines,Citadines,21/10/20,2,3,8,5,1,1,
Prarthna,Residential Zone,21/10/20,2,2,4,8,1,2,
Sharnga GH,Residential Zone,21/10/20,2,2,3,2,0,0,
Evergreen,Evergreen,21/10/20,1,0,1,0,0,1,
Evergreen,Evergreen,21/10/20,0,0,1,1,0,0,
Jocelyn,Revena,21/10/20,0,4,0,0,0,0,
Jaap ,Revena,21/10/20,0,0,2,0,0,0,
Clementine,Forecomers,21/10/20,1,1,3,2,0,2,
Renu & Wazo,Forecomers,21/10/20,1,0,2,0,0,0,
Swayam,Swayam,21/10/20,2,2,4,4,0,0,
Newlands,GB South,21/10/20,3,2,3,2,0,0,
Samata,Transformation,22/10/20,3,0,4,2,0,1,
Saraha,La Ferme,22/10/20,1,0,2,0,0,0,
Luk,Shakti,22/10/20,0,0,2,2,0,0,
Walter and Tina ,Shakti,22/10/20,1,0,2,3,0,0,
Sound Wizard,Shakti,22/10/20,0,0,1,3,0,0,
Alain B,Auromodele,22/10/20,1,0,1,2,4,0,
AV Bakery,Douceur,22/10/20,0,0,10,0,0,0,
Marc's Cafe,Kuilapalayam,22/10/20,0,4,0,0,0,0,
Kindergarten,Center Field,22/10/20,0,0,3,5,0,1,
Nandanam School,Center Field,22/10/20,0,2,2,4,0,1,
Aurodam,Aurodam,22/10/20,5,3,11,8,1,2,
Mita/Tapas,Center Field,22/10/20,0,0,2,2,0,0,
Anitya,Anitya,22/10/20,1,2,3,2,0,0,
Mimi & Manas,Center Field,22/10/20,1,2,2,2,0,0,
Soffio,Soffio,22/10/20,0,0,2,1,0,2,
Grace,Grace,27/10/20,2,2,8,7,1,1,
Surrender,Surrender,27/10/20,1,0,5,5,1,1,
"Arati 1,2",Arati,27/10/20,1,2,6,6,3,0,
Courage,Courage,27/10/20,2,2,5,6,1,1,
Solar Kitchen,Solar Kitchen,27/10/20,4,0,5,0,1,0,
Solar Kitchen,Solar Kitchen,13/10/20,3,0,4,0,0,0,
Maitreye 2,Residential Zone,27/10/20,1,1,6,5,1,0,
Maitreye 1,Residential Zone,27/10/20,1,2,6,6,1,2,
Soniya Novase,Acceptance,28/10/20,1,0,3,0,0,0,
Aurelec,Aurelec,28/10/20,1,2,2,2,0,1,
Conscious Living ,Fraternity,28/10/20,0,2,2,4,0,1,
AV Bakery,Douceur,28/10/20,0,2,6,0,0,0,
Bread and Chocolate,New Creation,28/10/20,1,0,3,3,0,1,
Citadines,Citadines,28/10/20,1,2,2,2,1,0,
Auromode,Auroshilpam,28/10/20,2,2,7,7,1,2,
Aurosarjan,Auroshilpam,28/10/20,1,0,8,10,0,11,
The Colours of Nature,Kottakarai,29/10/20,0,0,3,1,0,3,
Afsanah GH,Kottakarai,29/10/20,1,2,4,2,0,0,
Martin,Samriddhi,29/10/20,1,0,2,2,0,0,
Ange and Paul,Samriddhi,29/10/20,1,0,1,2,0,0,
Martin,Samriddhi,29/10/20,1,0,2,1,0,0,
Govinda ,Anusuya,29/10/20,0,0,2,0,0,0,
Christoph,Anusuya,29/10/20,1,0,1,1,0,0,
Glenn,Anusuya,29/10/20,0,0,1,0,0,0,
Shilpa,Sukhavati,29/10/20,1,0,3,0,0,0,
Felix,Victory,29/10/20,0,2,3,0,0,0,
Nasim,Botanical Garden,29/10/20,1,1,0,0,0,2,
Botanical Garden,Botanical Garden,29/10/20,2,2,6,3,0,0,
Adventure,Adventure,29/10/20,1,2,2,2,0,0,
Sumark,Kriya,29/10/20,1,2,3,2,0,1,
Kundhavi,Aroma Garden,29/10/20,3,0,3,2,0,1,
Quiet Healing Center,Quiet,29/10/20,3,2,4,5,1,2,
Quiet Community,Quiet,29/10/20,2,3,3,2,0,4,
AV Paper,Aspiration,02/11/20,0,0,2,8,0,0,
Aqua Dyn,Aspiration,02/11/20,0,2,2,0,0,0,
Pour Tous,Aspiration,02/11/20,0,6,13,10,0,0,
La Ferme Cheese,Kuilapalayam,02/11/20,0,0,11,0,0,0,
Sanjana,Sanjana,02/11/20,2,3,7,5,2,0,
Humanscapes,Humanscapes,02/11/20,2,2,3,3,0,2,
Kalpana,Kalpana,02/11/20,1,2,4,4,1,0,
Grace,Grace,02/11/20,1,0,3,3,1,1,
Invocation,Invocation,02/11/20,0,0,0,0,1,0,
ITS,Solar Kitchen,02/11/20,0,0,0,0,0,5,
Transition School,Transformation,03/11/20,1,4,4,8,1,2,
Darkali,Darkali,03/11/20,1,2,4,2,0,0,
Matrimandir,Matrimandir,03/11/20,0,7,14,10,0,7,
Road service,Service Area,03/11/20,0,0,2,2,0,5,
Evergreen,Evergreen,03/11/20,1,0,2,2,0,1,
Certitude,Certitude,03/11/20,3,2,10,6,1,1,
Sunlit Future,Auroshilpam,03/11/20,0,6,0,0,0,0,
Pony Farm,Pony Farm,04/11/20,1,2,2,2,1,0,
Saracon,Kottakarai,04/11/20,0,2,3,3,0,0,
Shantal House,Auromodele,04/11/20,1,1,3,3,0,0,
New Creation Com,Kuilapalayam,04/11/20,3,1,4,2,2,0,
Malarchi,Kuilapalayam,04/11/20,1,0,6,0,3,0,
Marc's Cafe,Kuilapalayam,04/11/20,0,6,0,0,0,0,
Sangha,Sangha,04/11/20,1,2,5,3,0,1,
Realization,Realization,04/11/20,2,2,4,6,0,0,
Courage,Courage,04/11/20,1,1,3,2,1,1,
Serenity,Maitreye,04/11/20,0,0,5,5,1,4,
Matthias,Hope,05/11/20,1,2,4,4,0,1,
Dog Shelter,Edyanchavadi,05/11/20,2,0,6,0,0,0,
Botanical Garden,Botanical Garden,05/11/20,1,0,9,4,0,6,
Future School,Transformation,05/11/20,1,2,3,3,0,0,
Citadines,Citadines,05/11/20,1,2,4,4,1,0,
Naturellement,Udyogam,05/11/20,1,2,4,3,1,0,
Celebration NC,Celebration,05/11/20,0,4,2,2,0,0,
The Colours of Nature,Kottakarai,09/11/20,0,0,10,2,0,3,
Sami,Sami,09/11/20,0,0,4,4,0,0,
Suzanne,Auromodele,09/11/20,0,1,4,0,0,0,
Pedro,Auromodele,09/11/20,1,0,2,2,0,0,
Aspiration Community,Aspiration,09/11/20,2,4,9,6,0,0,
AV Bakery,Douceur,09/11/20,0,0,6,0,0,0,
Aurovelo,Reve,09/11/20,0,3,5,4,0,0,
Impermanence,Impermanence,09/11/20,2,2,4,2,1,1,
Sailam,Sailam,09/11/20,0,0,2,2,0,1,
Yantra,Yantra,11/11/20,0,0,2,2,0,0,
Verite GH,Kottakarai,10/11/20,1,1,5,4,1,0,
New Creation Field,Kuilapalayam,10/11/20,1,0,6,4,0,1,
Tanto,New Creation,10/11/20,1,10,14,10,0,0,
Savitri Hostel,Savitri Bhavan,10/11/20,0,8,0,0,0,0,
Humility,Humility,10/11/20,0,2,3,3,0,0,
Solar Kitchen,Solar Kitchen,10/11/20,0,2,5,0,0,0,
Kiosk Cycle Service,Solar Kitchen,10/11/20,0,2,0,0,0,0,
Courage,Courage,10/11/20,0,0,3,2,1,1,
Svaram,Kottakarai,11/11/20,1,0,0,6,6,8,
Lively Boutique,Kottakarai,11/11/20,0,0,1,1,0,3,
Jana,Fertile Field,11/11/20,2,2,10,0,0,0,
Sharnga,Sharnga,11/11/20,1,1,6,0,0,1,
Nilatangam,Nilatangam,11/11/20,0,0,3,0,0,0,
Charlie,Aurogreen,11/11/20,0,0,2,2,0,0,
Benvenuto,Fertile East,11/11/20,1,0,2,0,0,0,
Sandrine & Sumeet,Sukhavati,11/11/20,1,0,2,2,0,0,
Emanuele,Sukhavati,11/11/20,1,0,1,1,0,0,
Costantino,Sukhavati,11/11/20,1,0,2,2,0,0,
Rakhal,Sukhavati,11/11/20,0,0,1,1,0,0,
Herve,Sukhavati,11/11/20,1,0,1,1,0,1,
Jana,Sukhavati,11/11/20,1,0,1,1,0,0,
Madhuca,Madhuca,11/11/20,3,2,6,4,1,0,
Fabienne,Sukhavati,11/11/20,1,0,2,2,0,0,
Aurospirul,Windarra,11/11/20,0,2,8,0,0,0,
Ofa and Enea,Miracle,12/11/20,1,2,5,2,0,1,
Miracle,Miracle,12/11/20,1,2,5,2,0,1,
Progress Comm,Residential Zone,12/11/20,1,1,2,3,0,0,
Prarthna,Residential Zone,12/11/20,3,2,5,5,1,5,
Samasti,Samasti,12/11/20,3,5,7,8,1,0,
Akash,Prarthna,12/11/20,0,0,0,0,2,0,
Luminosity,Luminosity,12/11/20,2,2,3,3,0,0,
Town Hall,Town Hall,12/11/20,0,2,6,6,1,2,
Citadines,Citadines,12/11/20,2,0,3,3,1,0,
Mitra,Mitra,12/11/20,0,0,2,2,1,1,
Visitor Center,Visitor Center,13/11/20,0,1,4,0,1,0,
Sunlit Future,Auroshilpam,13/11/20,0,8,2,0,0,0,
Inside India,Auroshilpam,13/11/20,0,0,1,1,0,0,
AEP,Auroshilpam,13/11/20,1,3,4,2,0,3,
Earth Institute,Auroshilpam,13/11/20,0,2,3,3,0,0,
Auromode,Auroshilpam,13/11/20,2,0,6,8,1,5,
Transformation Com,Transformation,13/11/20,1,4,3,3,1,0,
Maitreye 2,Residential Zone,13/11/20,1,0,4,4,0,0,
Maitreye 1,Residential Zone,13/11/20,1,1,4,4,0,0,
Serenity,Maitreye,13/11/20,2,0,3,3,1,1,
Petite Ferme Com,Kuilapalayam,17/11/20,2,0,0,3,0,3,
Palani,Auromodele,17/11/20,0,0,2,2,0,0,
Fabrice ,Auromodele,17/11/20,2,0,1,1,0,0,
Conscious Living ,Fraternity,17/11/20,0,6,0,0,0,0,
Aurelec,Aurelec,17/11/20,1,2,2,2,1,2,
Bread and Chocolate,New Creation,17/11/20,3,0,4,3,1,0,
Electrical Service,Service Area,17/11/20,0,2,2,8,0,0,
Courage,Courage,17/11/20,2,1,4,4,1,1,
Soffio,Soffio,17/11/20,1,2,3,3,1,0,
Kailash,Kailash,17/11/20,2,2,4,4,1,1,
Auro Orchard,Auro Orchard,20/11/20,1,0,9,2,0,4,
African Pavilion,International Zone,20/11/20,1,0,2,3,0,0,
Citadines,Citadines,20/11/20,1,2,4,4,1,0,
Anitya,Anitya,20/11/20,1,2,4,2,1,0,
Arati 3A,Arati,20/11/20,1,2,2,2,1,1,
Arati 3B,Arati,20/11/20,1,1,2,2,1,0,
Kalpana,Kalpana,20/11/20,1,2,6,4,1,0,
Mahalakshmi Home,Arka,20/11/20,0,2,3,3,1,0,
Isaiamblam GH,Kottakarai,23/11/20,3,0,6,4,1,1,
Isaiamblam GH,Kottakarai,23/11/20,1,2,4,2,1,0,
Eternity,Eternity,23/11/20,6,2,7,7,0,2,
Iyyappan,Felicity,23/11/20,1,0,3,2,0,1,
Batsala & Anadi,Felicity,23/11/20,1,1,2,2,1,0,
Angiras Garden,Angiras Garden,23/11/20,2,3,4,3,0,0,
Discipline Farm,Discipline,23/11/20,0,2,6,2,0,1,
Tom & Petra,Discipline,23/11/20,2,0,1,1,0,0,
Joster,Discipline,23/11/20,1,0,2,2,1,0,
Revelation,Revelation,23/11/20,0,0,6,2,1,0,
Bliss,Bliss,23/11/20,0,0,3,2,0,0,
Citadines,Citadines,24/11/20,0,1,2,2,1,0,
Invocation,Invocation,24/11/20,2,2,6,10,1,0,
Sharnga GH,Residential Zone,24/11/20,1,4,0,5,0,2,
Sharnga GH,Residential Zone,24/11/20,2,2,8,6,0,0,
Solar Kitchen,Solar Kitchen,24/11/20,3,0,4,0,1,0,
Courage,Courage,24/11/20,1,0,4,4,1,1,
Amy,Sunyata,27/11/20,0,0,0,0,0,1,
Malarchi,Kuilapalayam,27/11/20,0,0,2,0,2,1,
Aurelec,Aurelec,27/11/20,0,0,2,1,0,0,
Fraternity Community,Fraternity,27/11/20,0,1,1,7,0,2,
Djaima,Djaima,27/11/20,1,2,6,3,0,0,
Geetha / Natraj,Arc en ciel,27/11/20,0,0,4,0,0,1,
Vikas,Vikas,27/11/20,2,2,4,3,1,1,
Creativity,Creativity,27/11/20,2,2,5,4,1,3,
Humanscapes,Humanscapes,27/11/20,1,3,6,5,1,2,
Luk,Shakti,27/11/20,0,2,4,3,0,0,
Luk,Shakti,28/11/20,1,1,3,3,0,0,
Ritam & Ira,Sincerity,28/11/20,2,1,4,3,0,2,
Andre/ Betty,Auromodele,28/11/20,1,1,4,0,0,0,
Oli School ,Aspiration,28/11/20,0,0,4,0,0,2,
Health Center,Aspiration,28/11/20,0,0,4,6,0,0,
AV Bakery,Douceur,28/11/20,6,0,15,0,0,0,
Marika House,Samasti,28/11/20,1,2,2,2,0,0,
Grace,Grace,28/11/20,2,3,8,6,1,1,
Surrender,Surrender,28/11/20,2,2,10,10,1,2,
Harmony,Dana,28/11/20,1,3,0,2,0,0,
The Colours of Nature,Kottakarai,30/11/20,0,0,10,2,0,5,
AV Paper,Aspiration,30/11/20,0,0,2,8,0,0,
Pour Tous,Aspiration,30/11/20,0,0,8,6,0,0,
Aspiration Community,Aspiration,30/11/20,1,0,5,5,0,0,
Av Press,Aspiration,30/11/20,0,0,1,5,0,1,
Sincerity,Sincerity,30/11/20,1,2,2,2,0,0,
Sve Dame,Sve Dame,30/11/20,3,2,14,8,0,0,
CSR,Auroshilpam,30/11/20,0,0,16,0,0,0,
Auromode,Auroshilpam,30/11/20,2,0,6,6,1,6,
Espace,Espace,02/12/20,0,0,3,1,0,0,
Adventure,Adventure,02/12/20,0,4,2,0,0,0,
Auzolan,Reve,02/12/20,1,2,6,6,0,2,
Needam GH,Certitude,02/12/20,1,4,4,4,0,0,
Martin and Ute,Petite Ferme,02/12/20,0,2,0,0,0,0,
Alex,Petite Ferme,02/12/20,2,0,4,2,0,0,
Surya Nivas,Auromodele,02/12/20,2,0,6,6,0,2,
New Creation Com,Kuilapalayam,02/12/20,2,4,9,7,3,0,
Upasana,Auroshilpam,03/12/20,0,0,1,0,0,1,
Naturellement,Udyogam,03/12/20,2,2,3,7,1,0,
Aurosarjan,Auroshilpam,03/12/20,0,0,8,8,0,8,
Shradhanjali,Auroshilpam,03/12/20,0,0,4,7,0,0,
Citadines,Citadines,03/12/20,2,1,4,3,1,0,
Aurodam,Aurodam,03/12/20,4,2,9,7,1,1,
Laura's house,Center Field,03/12/20,1,0,4,0,0,0,
Serendipity,Center Field,03/12/20,0,1,1,0,0,0,
Center GH,Center Field,03/12/20,1,2,4,4,1,1,
Shama,Auromodele,07/12/20,0,0,1,2,0,1,
Francois Gautier,Auromodele,07/12/20,0,0,4,0,0,0,
AV Bakery,Douceur,07/12/20,0,0,5,0,0,0,
Bread and Chocolate,New Creation,07/12/20,1,0,4,2,0,0,
Soffio,Soffio,07/12/20,1,1,2,3,0,0,
Maitreye 2,Residential Zone,07/12/20,3,2,7,7,1,0,
Maitreye 1,Residential Zone,07/12/20,1,1,4,4,1,0,
Prayatana ,Prayatna,07/12/20,1,1,3,2,0,0,
Serenity,Maitreye,07/12/20,1,0,5,4,1,2,
Auro Soya,Udyogam,08/12/20,1,0,3,2,0,0,
Swayam,Swayam,08/12/20,2,2,5,3,1,0,
Realization,Realization,08/12/20,2,1,6,4,1,0,
Kalpana,Kalpana,08/12/20,1,1,5,5,1,1,
Courage,Courage,08/12/20,1,1,6,4,2,2,
Solar Kitchen,Solar Kitchen,08/12/20,3,0,5,0,1,0,
Sailam,Sailam,08/12/20,0,0,0,0,0,1,
Sailam,Sailam,08/12/20,0,1,2,2,0,0,
Humility,Humility,08/12/20,1,2,2,4,0,0,
Auroyoli,International Zone,09/12/20,0,0,5,2,0,0,
Sunlit Future,Auroshilpam,09/12/20,0,10,0,6,0,0,
Kailash,Kailash,09/12/20,0,2,4,2,0,0,
Certitude,Certitude,09/12/20,3,2,8,6,2,3,
Kindergarten,Center Field,09/12/20,0,0,4,2,0,0,
Nandanam School,Center Field,09/12/20,0,0,1,1,0,0,
Emanuele,Sukhavati,09/12/20,0,0,1,1,0,0,
Sandrine & Sumeet,Sukhavati,09/12/20,0,0,2,2,0,0,
Costantino,Sukhavati,09/12/20,1,0,2,2,0,0,
Jana,Sukhavati,09/12/20,0,0,1,1,0,0,
Herve,Sukhavati,09/12/20,0,0,2,0,0,0,
Rakhal,Sukhavati,09/12/20,0,0,1,2,0,0,
"Arati 1,2",Arati,09/12/20,1,2,7,7,4,0,
Luminosity,Luminosity,09/12/20,1,2,2,4,0,2,
Anya,Kottakarai,10/12/20,1,0,2,2,0,1,
Auro Sunshine,Auroshilpam,10/12/20,0,0,2,2,0,0,
Conscious Living ,Fraternity,10/12/20,0,5,0,0,0,0,
Aurelec,Aurelec,10/12/20,1,0,3,2,0,1,
AV Bakery,Douceur,10/12/20,0,0,6,0,0,0,
Bread and Chocolate,New Creation,10/12/20,0,0,2,0,0,0,
Geetha / Natraj,Arc en ciel,10/12/20,0,2,0,0,0,0,
Prarthna,Residential Zone,10/12/20,3,2,8,7,1,2,
Town Hall,Town Hall,10/12/20,0,2,5,5,1,0,
Citadines,Citadines,10/12/20,2,4,4,4,1,0,
Mitra,Mitra,10/12/20,0,0,1,1,1,0,
The Colours of Nature,Kottakarai,14/12/20,1,0,6,2,0,4,
AV Paper,Aspiration,14/12/20,0,0,2,3,0,0,
Pour Tous,Aspiration,14/12/20,0,0,4,4,0,0,
Aspiration Community,Aspiration,14/12/20,0,0,3,1,0,1,
Av Press,Aspiration,14/12/20,0,0,0,2,0,0,
Marc's Cafe,Kuilapalayam,14/12/20,0,14,0,0,0,0,
Matrimandir,Matrimandir,14/12/20,0,2,12,10,0,4,
Inge,Gaia,14/12/20,2,3,6,2,0,1,
Auromics,Kottakarai,15/12/20,0,0,4,5,0,6,
Nandalal,Kottakarai,15/12/20,1,0,2,1,0,0,
Malarchi,Kuilapalayam,15/12/20,0,0,2,0,1,1,
Tanto,New Creation,15/12/20,0,20,14,0,0,0,
Sharnga GH,Residential Zone,15/12/20,1,1,3,2,0,0,
Marco / Liliana,Sharnga,15/12/20,0,0,2,2,0,0,
Arka,Arka,15/12/20,1,2,4,4,1,0,
Grace,Grace,15/12/20,3,0,7,6,1,1,
Bread and Chocolate,New Creation,16/12/20,0,4,8,6,0,2,
Kriya,Edyanchavadi,16/12/20,4,3,8,6,0,0,
Sumark,Kriya,16/12/20,0,2,1,2,0,0,
Svaram,Kottakarai,16/12/20,0,0,5,8,0,6,
Citadines,Citadines,16/12/20,0,2,4,4,1,0,
Dana Community,Dana,17/12/20,8,2,16,8,1,3,
Mandala Pottery,Dana,17/12/20,0,0,2,0,0,2,
Verite GH,Kottakarai,21/12/20,0,0,2,4,1,0,
Afsanah GH,Kottakarai,21/12/20,1,1,4,2,0,0,
Auro Amirtham,Kottakarai,21/12/20,0,0,6,0,0,0,
Baraka,Baraka,21/12/20,1,4,6,2,1,0,
Utility,Utility,21/12/20,3,0,7,7,1,4,
Soniya Novase,Acceptance,21/12/20,0,0,1,0,0,0,
Terra Amata,International Zone,21/12/20,1,1,2,2,0,0,
Anitya,Anitya,21/12/20,1,2,4,6,0,0,
Security service,Service Area,21/12/20,0,0,2,2,0,1,
Invocation,Invocation,21/12/20,2,0,6,6,1,0,
